NumeroFactura,FechaVenta,Precio,Cantidad,ReferenciaProducto,CodigoMarca,IdUser,MedioPago,Talla,Color,Fabricante,ClaseProducto,NombreTienda,DepartamentoTienda,CiudadTienda
fact2958,2024-03-01,70.59,1.0,ref20,marca3,id3080,TARJETA DE CREDITO,talla8,color10,fabricante1,claseprod6,tienda82,BOGOTÁ D.C.,BOGOTÁ D.C.
fact2959,2024-03-01,9235.29,1.0,ref12,marca4,id3081,EFECTIVO,talla2,color12,fabricante1,claseprod1,tienda21,BOYACÁ,TUNJA
fact2635,2024-03-01,16802.52,1.0,ref62,marca2,id3082,EFECTIVO,talla2,color1,fabricante1,claseprod3,tienda47,BOGOTÁ D.C.,BOGOTÁ D.C.
fact2960,2024-03-01,31084.03,1.0,ref73,marca2,id3083,TARJETA DE DEBITO,talla16,color237,fabricante1,claseprod9,tienda2,BOGOTÁ D.C.,BOGOTÁ D.C.
fact2961,2024-03-01,9235.29,1.0,ref12,marca4,id3084,TARJETA DE CREDITO,talla6,color210,fabricante1,claseprod1,tienda49,BOGOTÁ D.C.,BOGOTÁ D.C.
fact2962,2024-03-01,70.59,1.0,ref11,marca3,id3085,TARJETA DE DEBITO,talla8,color10,fabricante1,claseprod6,tienda93,BOGOTÁ D.C.,BOGOTÁ D.C.
fact2963,2024-03-01,11756.3,1.0,ref151,marca1,id3086,MULTIPLE,talla2,color36,fabricante1,claseprod1,tienda19,BOGOTÁ D.C.,BOGOTÁ D.C.
fact2964,2024-03-01,19319.33,1.0,ref79,marca2,id3087,EFECTIVO,talla2,color472,fabricante1,claseprod2,tienda40,ANTIOQUIA,EL CARMEN DE VIBORAL
fact2965,2024-03-01,21000.0,1.0,ref38,marca2,id3088,TARJETA DE DEBITO,talla11,color6,fabricante3,claseprod11,tienda45,RISARALDA,DOSQUEBRADAS
fact2966,2024-03-01,50411.76,1.0,ref572,marca32,id3089,EFECTIVO,talla6,color200,fabricante1,claseprod1,tienda83,CUNDINAMARCA,GIRARDOT
fact2967,2024-03-01,9235.29,1.0,ref81,marca13,id3090,EFECTIVO,talla11,color30,fabricante3,claseprod11,tienda8,ANTIOQUIA,MEDELLÍN
fact2968,2024-03-01,17638.66,1.0,ref60,marca2,id3091,EFECTIVO,talla6,color5,fabricante1,claseprod2,tienda26,ANTIOQUIA,RIONEGRO
fact2969,2024-03-01,31084.03,1.0,ref350,marca1,id3092,TARJETA DE DEBITO,talla7,color1,fabricante1,claseprod1,tienda13,BOYACÁ,DUITAMA
fact2970,2024-03-01,63016.81,1.0,ref512,marca1,id3093,TARJETA DE DEBITO,talla25,color33,fabricante1,claseprod1,tienda32,CUNDINAMARCA,SOACHA
fact2971,2024-03-01,33605.04,1.0,ref227,marca1,id3094,EFECTIVO,talla36,color5,fabricante1,claseprod1,tienda40,ANTIOQUIA,EL CARMEN DE VIBORAL
fact2972,2024-03-01,17638.66,1.0,ref60,marca2,id3095,TARJETA DE CREDITO,talla6,color6,fabricante1,claseprod2,tienda22,ANTIOQUIA,MEDELLÍN
fact2973,2024-03-02,22680.67,1.0,ref595,marca33,id3096,EFECTIVO,talla3,color21,fabricante16,claseprod8,tienda51,VALLE DEL CAUCA,VALLEDUPAR
fact2940,2024-03-02,19319.33,1.0,ref218,marca1,id3097,TARJETA DE CREDITO,talla6,color137,fabricante1,claseprod1,tienda42,BOGOTÁ D.C.,BOGOTÁ D.C.
fact2974,2024-03-02,15957.98,1.0,ref56,marca1,id3098,EFECTIVO,talla2,color1,fabricante1,claseprod1,tienda61,NORTE DE SANTANDER,CÚCUTA
fact2975,2024-03-02,17638.66,1.0,ref93,marca2,id3099,EFECTIVO,talla2,color6,fabricante1,claseprod2,tienda35,CALDAS,MANIZALES
fact2976,2024-03-02,70.59,1.0,ref11,marca3,id1786,EFECTIVO,talla8,color10,fabricante1,claseprod6,tienda54,BOGOTÁ D.C.,BOGOTÁ D.C.
fact2977,2024-03-02,12717.47,1.0,ref91,marca2,id3100,TARJETA DE DEBITO,talla6,color44,fabricante1,claseprod3,tienda39,BOGOTÁ D.C.,BOGOTÁ D.C.
fact2978,2024-03-02,49994.12,1.0,ref138,marca1,id3101,TARJETA DE DEBITO,talla36,color6,fabricante1,claseprod1,tienda39,BOGOTÁ D.C.,BOGOTÁ D.C.
fact2979,2024-03-02,13436.97,2.0,ref41,marca1,id3102,EFECTIVO,talla3,color6,fabricante1,claseprod1,tienda8,ANTIOQUIA,MEDELLÍN
fact2980,2024-03-02,27722.69,1.0,ref17,marca1,id3103,EFECTIVO,talla3,color6,fabricante1,claseprod7,tienda33,ANTIOQUIA,ITAGUI
fact2981,2024-03-02,16802.52,1.0,ref62,marca2,id3104,EFECTIVO,talla2,color1,fabricante1,claseprod3,tienda8,ANTIOQUIA,MEDELLÍN
fact2982,2024-03-02,54613.45,1.0,ref1,marca1,id3105,EFECTIVO,talla25,color6,fabricante1,claseprod1,tienda19,BOGOTÁ D.C.,BOGOTÁ D.C.
fact2983,2024-03-02,70.59,1.0,ref20,marca3,id3106,TARJETA DE DEBITO,talla8,color10,fabricante1,claseprod6,tienda15,CALDAS,MANIZALES
fact2984,2024-03-02,0.0,1.0,ref34,marca2,id3107,TARJETA DE DEBITO,talla6,color5,fabricante1,claseprod2,tienda67,BOGOTÁ D.C.,BOGOTÁ D.C.
fact2985,2024-03-02,0.0,4.0,ref12,marca4,id3108,TARJETA DE DEBITO,talla6,color1,fabricante1,claseprod1,tienda8,ANTIOQUIA,MEDELLÍN
fact2986,2024-03-02,0.0,1.0,ref434,marca2,id3109,TARJETA DE DEBITO,talla2,color59,fabricante1,claseprod2,tienda79,ANTIOQUIA,MEDELLÍN
fact2911,2024-03-02,70.59,1.0,ref596,marca3,id3110,TARJETA DE CREDITO,talla8,color10,fabricante1,claseprod6,tienda10,NARIÑO,IPIALES
fact2987,2024-03-02,0.0,1.0,ref61,marca2,id3111,TARJETA DE CREDITO,talla2,color32,fabricante1,claseprod2,tienda5,ANTIOQUIA,MEDELLÍN
fact2988,2024-03-02,17638.66,1.0,ref33,marca2,id3112,TARJETA DE CREDITO,talla2,color5,fabricante1,claseprod2,tienda71,BOGOTÁ D.C.,BOGOTÁ D.C.
fact2989,2024-03-02,70.59,1.0,ref11,marca3,id3113,EFECTIVO,talla8,color10,fabricante1,claseprod6,tienda60,ANTIOQUIA,BELLO
fact183,2024-03-02,21000.0,1.0,ref217,marca2,id3114,TARJETA DE DEBITO,talla6,color27,fabricante1,claseprod3,tienda20,BOGOTÁ D.C.,BOGOTÁ D.C.
fact2990,2024-03-02,25201.68,1.0,ref26,marca2,id3115,TARJETA DE CREDITO,talla7,color139,fabricante1,claseprod9,tienda59,CUNDINAMARCA,MOSQUERA
fact2991,2024-03-02,0.0,1.0,ref69,marca2,id3116,EFECTIVO,talla6,color214,fabricante1,claseprod2,tienda84,BOGOTÁ D.C.,BOGOTÁ D.C.
fact2992,2024-03-02,70.59,1.0,ref11,marca3,id3117,MULTIPLE,talla8,color10,fabricante1,claseprod6,tienda18,CALDAS,MANIZALES
fact2993,2024-03-02,33605.04,1.0,ref227,marca1,id3118,EFECTIVO,talla25,color1,fabricante1,claseprod1,tienda9,RISARALDA,PEREIRA
fact2994,2024-03-02,19319.33,1.0,ref96,marca2,id3119,MULTIPLE,talla7,color3,fabricante1,claseprod2,tienda35,CALDAS,MANIZALES
fact2592,2024-03-02,19319.33,1.0,ref192,marca1,id3120,EFECTIVO,talla18,color30,fabricante3,claseprod12,tienda41,BOGOTÁ D.C.,BOGOTÁ D.C.
fact2995,2024-03-02,0.0,1.0,ref161,marca1,id3121,EFECTIVO,talla2,color105,fabricante1,claseprod1,tienda3,ATLÁNTICO,BARRANQUILLA
fact2996,2024-03-02,13436.97,1.0,ref35,marca1,id3122,TARJETA DE CREDITO,talla6,color1,fabricante1,claseprod1,tienda32,CUNDINAMARCA,SOACHA
fact2997,2024-03-02,25201.68,1.0,ref494,marca2,id3123,TARJETA DE DEBITO,talla3,color100,fabricante1,claseprod9,tienda74,ANTIOQUIA,MEDELLÍN
fact2998,2024-03-02,21000.0,1.0,ref449,marca1,id3124,TARJETA DE CREDITO,talla2,color1,fabricante1,claseprod1,tienda59,CUNDINAMARCA,MOSQUERA
fact2999,2024-03-02,17638.66,1.0,ref60,marca2,id3125,EFECTIVO,talla7,color3,fabricante1,claseprod2,tienda9,RISARALDA,PEREIRA
fact3000,2024-03-02,20159.66,1.0,ref109,marca1,id3126,TARJETA DE CREDITO,talla3,color68,fabricante1,claseprod1,tienda63,ANTIOQUIA,MEDELLÍN
fact3001,2024-03-02,70.59,1.0,ref20,marca3,id3127,EFECTIVO,talla8,color10,fabricante1,claseprod6,tienda105,BOGOTÁ D.C.,BOGOTÁ D.C.
fact3002,2024-03-02,17638.66,1.0,ref46,marca2,id3128,EFECTIVO,talla3,color6,fabricante1,claseprod2,tienda31,BOGOTÁ D.C.,BOGOTÁ D.C.
fact3003,2024-03-02,8399.16,1.0,ref506,marca14,id3129,EFECTIVO,talla8,color182,fabricante2,claseprod4,tienda48,META,GRANADA
fact3004,2024-03-02,10915.97,1.0,ref224,marca2,id3130,EFECTIVO,talla11,color86,fabricante3,claseprod8,tienda44,BOGOTÁ D.C.,BOGOTÁ D.C.
fact3005,2024-03-02,8394.96,2.0,ref471,marca9,id3131,EFECTIVO,talla8,color30,fabricante1,claseprod10,tienda34,BOGOTÁ D.C.,BOGOTÁ D.C.
fact3006,2024-03-02,25201.68,1.0,ref267,marca2,id3132,EFECTIVO,talla6,color5,fabricante1,claseprod9,tienda8,ANTIOQUIA,MEDELLÍN
fact3007,2024-03-02,70.59,1.0,ref11,marca3,id3133,EFECTIVO,talla8,color10,fabricante1,claseprod6,tienda16,RISARALDA,SANTA ROSA DE CABAL
fact3008,2024-03-02,9235.29,2.0,ref324,marca4,id3134,TARJETA DE CREDITO,talla18,color21,fabricante3,claseprod4,tienda71,BOGOTÁ D.C.,BOGOTÁ D.C.
fact3009,2024-03-02,13436.97,1.0,ref7,marca2,id3135,EFECTIVO,talla40,color151,fabricante1,claseprod5,tienda49,BOGOTÁ D.C.,BOGOTÁ D.C.
fact3010,2024-03-02,14277.31,1.0,ref597,marca28,id3136,EFECTIVO,talla7,color473,fabricante1,claseprod7,tienda87,BOGOTÁ D.C.,BOGOTÁ D.C.
fact3011,2024-03-02,15957.98,1.0,ref164,marca1,id1786,EFECTIVO,talla3,color5,fabricante1,claseprod1,tienda54,BOGOTÁ D.C.,BOGOTÁ D.C.
fact3012,2024-03-02,70.59,1.0,ref20,marca3,id3137,EFECTIVO,talla8,color10,fabricante1,claseprod6,tienda83,CUNDINAMARCA,GIRARDOT
fact3013,2024-03-02,70.59,1.0,ref20,marca3,id3138,EFECTIVO,talla8,color10,fabricante1,claseprod6,tienda49,BOGOTÁ D.C.,BOGOTÁ D.C.
fact3014,2024-03-02,70.59,1.0,ref11,marca3,id3139,EFECTIVO,talla8,color10,fabricante1,claseprod6,tienda26,ANTIOQUIA,RIONEGRO
fact3015,2024-03-02,0.0,1.0,ref33,marca2,id3140,TARJETA DE DEBITO,talla6,color1,fabricante1,claseprod2,tienda74,ANTIOQUIA,MEDELLÍN
fact3016,2024-03-02,19319.33,1.0,ref68,marca1,id3141,EFECTIVO,talla13,color30,fabricante3,claseprod11,tienda12,HUILA,GARZÓN
fact3017,2024-03-02,7554.62,1.0,ref374,marca14,id3142,EFECTIVO,talla18,color21,fabricante2,claseprod4,tienda4,VALLE DEL CAUCA,TULUÁ
fact3018,2024-03-02,21000.0,1.0,ref38,marca2,id3143,EFECTIVO,talla11,color30,fabricante3,claseprod11,tienda10,NARIÑO,IPIALES
fact3019,2024-03-02,13436.97,1.0,ref53,marca1,id3144,EFECTIVO,talla6,color36,fabricante1,claseprod1,tienda51,VALLE DEL CAUCA,VALLEDUPAR
fact3020,2024-03-02,31084.03,1.0,ref344,marca2,id3145,EFECTIVO,talla6,color6,fabricante1,claseprod15,tienda28,ANTIOQUIA,BELLO
fact3021,2024-03-02,25201.68,1.0,ref267,marca2,id3146,TARJETA DE CREDITO,talla6,color139,fabricante1,claseprod9,tienda26,ANTIOQUIA,RIONEGRO
fact3022,2024-03-02,12596.64,1.0,ref485,marca2,id3147,TARJETA DE CREDITO,talla40,color32,fabricante1,claseprod5,tienda21,BOYACÁ,TUNJA
fact3023,2024-03-02,25201.68,1.0,ref232,marca2,id3148,EFECTIVO,talla2,color100,fabricante1,claseprod9,tienda61,NORTE DE SANTANDER,CÚCUTA
fact3024,2024-03-02,19319.33,1.0,ref64,marca1,id3149,EFECTIVO,talla6,color6,fabricante1,claseprod1,tienda74,ANTIOQUIA,MEDELLÍN
fact3025,2024-03-02,19319.33,1.0,ref554,marca1,id3150,TARJETA DE CREDITO,talla2,color5,fabricante1,claseprod7,tienda24,BOGOTÁ D.C.,BOGOTÁ D.C.
fact3026,2024-03-02,70.59,1.0,ref11,marca3,id3151,EFECTIVO,talla8,color10,fabricante1,claseprod6,tienda35,CALDAS,MANIZALES
fact3027,2024-03-02,25201.68,1.0,ref267,marca2,id3152,TARJETA DE CREDITO,talla2,color237,fabricante1,claseprod9,tienda24,BOGOTÁ D.C.,BOGOTÁ D.C.
fact3028,2024-03-02,5036.98,1.0,ref50,marca1,id3153,EFECTIVO,talla2,color1,fabricante2,claseprod4,tienda34,BOGOTÁ D.C.,BOGOTÁ D.C.
fact3029,2024-03-02,20159.66,1.0,ref416,marca2,id3154,TARJETA DE DEBITO,talla2,color1,fabricante1,claseprod9,tienda93,BOGOTÁ D.C.,BOGOTÁ D.C.
fact3030,2024-03-02,25201.68,1.0,ref57,marca2,id3155,EFECTIVO,talla6,color355,fabricante1,claseprod9,tienda42,BOGOTÁ D.C.,BOGOTÁ D.C.
fact3031,2024-03-02,12596.64,1.0,ref161,marca1,id3156,TARJETA DE DEBITO,talla2,color47,fabricante1,claseprod1,tienda52,HUILA,PITALITO
fact3032,2024-03-02,23521.01,1.0,ref55,marca1,id3157,MULTIPLE,talla7,color474,fabricante1,claseprod1,tienda90,BOGOTÁ D.C.,BOGOTÁ D.C.
fact3033,2024-03-02,12596.64,1.0,ref230,marca1,id3158,TARJETA DE DEBITO,talla2,color6,fabricante1,claseprod1,tienda53,BOGOTÁ D.C.,BOGOTÁ D.C.
fact3034,2024-03-02,12596.64,1.0,ref287,marca4,id3159,TARJETA DE CREDITO,talla2,color32,fabricante1,claseprod1,tienda38,BOGOTÁ D.C.,BOGOTÁ D.C.
fact3035,2024-03-02,19319.33,1.0,ref451,marca1,id3160,TARJETA DE CREDITO,talla2,color200,fabricante1,claseprod7,tienda88,BOGOTÁ D.C.,BOGOTÁ D.C.
fact3036,2024-03-02,15957.98,1.0,ref251,marca1,id3161,TARJETA DE DEBITO,talla3,color33,fabricante1,claseprod1,tienda84,BOGOTÁ D.C.,BOGOTÁ D.C.
fact3037,2024-03-02,19278.57,1.0,ref74,marca1,id3162,CREDITO EMPLEADO,talla2,color6,fabricante1,claseprod1,tienda63,ANTIOQUIA,MEDELLÍN
fact3038,2024-03-02,0.0,1.0,ref8,marca2,id3163,TARJETA DE DEBITO,talla6,color45,fabricante1,claseprod2,tienda79,ANTIOQUIA,MEDELLÍN
fact3039,2024-03-02,5036.98,1.0,ref4,marca1,id3164,TARJETA DE DEBITO,talla2,color1,fabricante2,claseprod4,tienda33,ANTIOQUIA,ITAGUI
fact3040,2024-03-02,70.59,1.0,ref20,marca3,id3165,TARJETA DE CREDITO,talla8,color10,fabricante1,claseprod6,tienda88,BOGOTÁ D.C.,BOGOTÁ D.C.
fact3041,2024-03-02,17638.66,1.0,ref357,marca2,id3166,TARJETA DE DEBITO,talla7,color1,fabricante1,claseprod2,tienda51,VALLE DEL CAUCA,VALLEDUPAR
fact3042,2024-03-02,75621.85,1.0,ref542,marca1,id3167,EFECTIVO,talla49,color6,fabricante1,claseprod1,tienda13,BOYACÁ,DUITAMA
fact3043,2024-03-02,15957.98,1.0,ref71,marca1,id3168,EFECTIVO,talla2,color1,fabricante1,claseprod1,tienda70,CAQUETÁ,FLORENCIA
fact3044,2024-03-02,27722.69,1.0,ref17,marca1,id3169,EFECTIVO,talla3,color6,fabricante1,claseprod7,tienda51,VALLE DEL CAUCA,VALLEDUPAR
fact3045,2024-03-02,13436.97,1.0,ref83,marca1,id3170,TARJETA DE DEBITO,talla3,color6,fabricante1,claseprod1,tienda28,ANTIOQUIA,BELLO
fact308,2024-03-02,15957.98,1.0,ref164,marca1,id3171,TARJETA DE DEBITO,talla2,color5,fabricante1,claseprod1,tienda87,BOGOTÁ D.C.,BOGOTÁ D.C.
fact3046,2024-03-02,70.59,1.0,ref20,marca3,id3172,EFECTIVO,talla8,color10,fabricante1,claseprod6,tienda2,BOGOTÁ D.C.,BOGOTÁ D.C.
fact3047,2024-03-02,17638.66,1.0,ref126,marca2,id3173,TARJETA DE DEBITO,talla3,color6,fabricante1,claseprod2,tienda17,META,VILLAVICENCIO
fact3048,2024-03-02,12596.64,1.0,ref230,marca1,id3174,TARJETA DE DEBITO,talla6,color14,fabricante1,claseprod1,tienda97,QUINDÍO,ARMENIA
fact3049,2024-03-02,0.0,1.0,ref375,marca1,id3175,EFECTIVO,talla6,color405,fabricante1,claseprod1,tienda9,RISARALDA,PEREIRA
fact3050,2024-03-02,21000.0,1.0,ref280,marca2,id3176,TARJETA DE DEBITO,talla11,color6,fabricante3,claseprod8,tienda1,VALLE DEL CAUCA,CALI
fact3051,2024-03-02,0.0,1.0,ref83,marca1,id3177,EFECTIVO,talla2,color5,fabricante1,claseprod1,tienda81,QUINDÍO,CALARCÁ
fact3052,2024-03-02,23521.01,1.0,ref30,marca2,id3178,TARJETA DE DEBITO,talla6,color390,fabricante1,claseprod2,tienda69,BOGOTÁ D.C.,BOGOTÁ D.C.
fact3053,2024-03-02,17638.66,1.0,ref130,marca2,id3179,EFECTIVO,talla3,color82,fabricante1,claseprod15,tienda37,ANTIOQUIA,SABANETA
fact3054,2024-03-02,70.59,1.0,ref20,marca3,id3180,EFECTIVO,talla8,color10,fabricante1,claseprod6,tienda10,NARIÑO,IPIALES
fact3055,2024-03-02,0.0,1.0,ref100,marca1,id3181,TARJETA DE DEBITO,talla3,color5,fabricante1,claseprod1,tienda87,BOGOTÁ D.C.,BOGOTÁ D.C.
fact3056,2024-03-02,0.0,1.0,ref46,marca2,id3182,TARJETA DE DEBITO,talla7,color149,fabricante1,claseprod2,tienda25,CUNDINAMARCA,MOSQUERA
fact3057,2024-03-02,17638.66,1.0,ref91,marca2,id3183,EFECTIVO,talla2,color35,fabricante1,claseprod3,tienda8,ANTIOQUIA,MEDELLÍN
fact3058,2024-03-02,25201.68,1.0,ref563,marca9,id3184,EFECTIVO,talla8,color30,fabricante1,claseprod10,tienda17,META,VILLAVICENCIO
fact3059,2024-03-02,70.59,1.0,ref20,marca3,id3185,TARJETA DE DEBITO,talla8,color10,fabricante1,claseprod6,tienda45,RISARALDA,DOSQUEBRADAS
fact3060,2024-03-02,20159.66,1.0,ref598,marca2,id3186,MULTIPLE,talla7,color59,fabricante1,claseprod7,tienda87,BOGOTÁ D.C.,BOGOTÁ D.C.
fact3061,2024-03-02,70.59,1.0,ref20,marca3,id3187,TARJETA DE DEBITO,talla8,color10,fabricante1,claseprod6,tienda66,CUNDINAMARCA,FUSAGASUGÁ
fact3062,2024-03-02,22680.67,1.0,ref74,marca1,id3188,EFECTIVO,talla6,color6,fabricante1,claseprod1,tienda47,BOGOTÁ D.C.,BOGOTÁ D.C.
fact3063,2024-03-02,25201.68,1.0,ref57,marca2,id3189,TARJETA DE DEBITO,talla2,color339,fabricante1,claseprod9,tienda53,BOGOTÁ D.C.,BOGOTÁ D.C.
fact3064,2024-03-02,70.59,1.0,ref20,marca3,id3190,TARJETA DE DEBITO,talla8,color10,fabricante1,claseprod6,tienda102,CUNDINAMARCA,GIRARDOT
fact3065,2024-03-02,0.0,1.0,ref295,marca1,id3191,TARJETA DE DEBITO,talla7,color301,fabricante1,claseprod1,tienda19,BOGOTÁ D.C.,BOGOTÁ D.C.
fact3066,2024-03-02,20159.66,1.0,ref8,marca2,id3192,TARJETA DE DEBITO,talla6,color475,fabricante1,claseprod2,tienda105,BOGOTÁ D.C.,BOGOTÁ D.C.
fact3067,2024-03-02,0.0,1.0,ref61,marca2,id3193,TARJETA DE DEBITO,talla6,color32,fabricante1,claseprod2,tienda23,TOLIMA,IBAGUÉ
fact3068,2024-03-02,70.59,1.0,ref20,marca3,id3194,EFECTIVO,talla8,color10,fabricante1,claseprod6,tienda102,CUNDINAMARCA,GIRARDOT
fact3069,2024-03-02,13436.97,1.0,ref83,marca1,id3195,TARJETA DE CREDITO,talla2,color1,fabricante1,claseprod1,tienda95,VALLE DEL CAUCA,ROLDANILLO
fact3070,2024-03-02,29403.36,1.0,ref370,marca2,id3196,EFECTIVO,talla2,color206,fabricante1,claseprod3,tienda51,VALLE DEL CAUCA,VALLEDUPAR
fact3071,2024-03-02,39487.39,1.0,ref397,marca1,id3197,TARJETA DE CREDITO,talla44,color6,fabricante1,claseprod1,tienda41,BOGOTÁ D.C.,BOGOTÁ D.C.
fact3072,2024-03-02,21000.0,1.0,ref38,marca2,id3198,TARJETA DE DEBITO,talla11,color30,fabricante3,claseprod11,tienda69,BOGOTÁ D.C.,BOGOTÁ D.C.
fact3073,2024-03-02,25201.68,1.0,ref322,marca2,id3199,TARJETA DE DEBITO,talla3,color6,fabricante1,claseprod9,tienda13,BOYACÁ,DUITAMA
fact3074,2024-03-02,25201.68,1.0,ref168,marca2,id3200,TARJETA DE DEBITO,talla2,color237,fabricante1,claseprod9,tienda82,BOGOTÁ D.C.,BOGOTÁ D.C.
fact691,2024-03-02,70.59,1.0,ref98,marca3,id3201,TARJETA DE DEBITO,talla8,color10,fabricante1,claseprod6,tienda15,CALDAS,MANIZALES
fact3075,2024-03-02,11756.3,1.0,ref433,marca1,id3202,TARJETA DE DEBITO,talla2,color32,fabricante1,claseprod1,tienda8,ANTIOQUIA,MEDELLÍN
fact3076,2024-03-02,71420.17,1.0,ref138,marca1,id3203,TARJETA DE DEBITO,talla36,color1,fabricante1,claseprod1,tienda45,RISARALDA,DOSQUEBRADAS
fact3077,2024-03-02,10915.97,1.0,ref116,marca2,id3204,TARJETA DE CREDITO,talla11,color248,fabricante3,claseprod8,tienda88,BOGOTÁ D.C.,BOGOTÁ D.C.
fact3078,2024-03-02,70.59,1.0,ref11,marca3,id3205,TARJETA DE CREDITO,talla8,color10,fabricante1,claseprod6,tienda95,VALLE DEL CAUCA,ROLDANILLO
fact3079,2024-03-02,70.59,1.0,ref20,marca3,id3206,EFECTIVO,talla8,color10,fabricante1,claseprod6,tienda51,VALLE DEL CAUCA,VALLEDUPAR
fact3080,2024-03-02,14277.31,1.0,ref142,marca2,id3207,TARJETA DE CREDITO,talla2,color476,fabricante1,claseprod7,tienda106,CUNDINAMARCA,FUSAGASUGÁ
fact2535,2024-03-02,17638.66,1.0,ref14,marca2,id3208,MULTIPLE,talla3,color187,fabricante1,claseprod2,tienda10,NARIÑO,IPIALES
fact3081,2024-03-02,22680.67,1.0,ref23,marca2,id3209,TARJETA DE CREDITO,talla2,color477,fabricante1,claseprod9,tienda12,HUILA,GARZÓN
fact3082,2024-03-02,27722.69,1.0,ref348,marca1,id3210,TARJETA DE CREDITO,talla12,color1,fabricante1,claseprod1,tienda22,ANTIOQUIA,MEDELLÍN
fact3083,2024-03-02,19319.33,1.0,ref88,marca2,id3211,TARJETA DE DEBITO,talla2,color478,fabricante1,claseprod2,tienda25,CUNDINAMARCA,MOSQUERA
fact704,2024-03-03,19319.33,1.0,ref527,marca4,id3212,EFECTIVO,talla8,color6,fabricante2,claseprod4,tienda54,BOGOTÁ D.C.,BOGOTÁ D.C.
fact3084,2024-03-03,8394.96,1.0,ref108,marca5,id3213,TARJETA DE DEBITO,talla11,color5,fabricante1,claseprod13,tienda14,NORTE DE SANTANDER,CÚCUTA
fact3085,2024-03-03,63016.81,1.0,ref512,marca1,id3214,TARJETA DE CREDITO,talla1,color33,fabricante1,claseprod1,tienda19,BOGOTÁ D.C.,BOGOTÁ D.C.
fact3086,2024-03-03,16802.52,1.0,ref9,marca2,id3215,TARJETA DE CREDITO,talla2,color5,fabricante1,claseprod3,tienda59,CUNDINAMARCA,MOSQUERA
fact3087,2024-03-03,19319.33,1.0,ref141,marca1,id3216,EFECTIVO,talla22,color30,fabricante3,claseprod4,tienda93,BOGOTÁ D.C.,BOGOTÁ D.C.
fact3088,2024-03-03,8399.16,1.0,ref496,marca14,id3217,EFECTIVO,talla8,color182,fabricante2,claseprod4,tienda86,TOLIMA,IBAGUÉ
fact3089,2024-03-03,25201.68,1.0,ref39,marca4,id3218,EFECTIVO,talla12,color479,fabricante1,claseprod1,tienda13,BOYACÁ,DUITAMA
fact3090,2024-03-03,19319.33,1.0,ref599,marca4,id3219,TARJETA DE DEBITO,talla8,color21,fabricante2,claseprod4,tienda54,BOGOTÁ D.C.,BOGOTÁ D.C.
fact3091,2024-03-03,5036.98,1.0,ref275,marca1,id3220,TARJETA DE CREDITO,talla6,color3,fabricante2,claseprod4,tienda95,VALLE DEL CAUCA,ROLDANILLO
fact3092,2024-03-03,33605.04,1.0,ref291,marca2,id3221,TARJETA DE DEBITO,talla6,color6,fabricante1,claseprod3,tienda101,VALLE DEL CAUCA,ZARZAL
fact2338,2024-03-03,13436.97,1.0,ref191,marca1,id3222,TARJETA DE CREDITO,talla2,color14,fabricante1,claseprod1,tienda44,BOGOTÁ D.C.,BOGOTÁ D.C.
fact3093,2024-03-03,70.59,1.0,ref98,marca3,id3223,TARJETA DE CREDITO,talla8,color10,fabricante1,claseprod6,tienda52,HUILA,PITALITO
fact3094,2024-03-03,63016.81,1.0,ref86,marca1,id3224,TARJETA DE CREDITO,talla25,color5,fabricante1,claseprod1,tienda30,BOGOTÁ D.C.,BOGOTÁ D.C.
fact3095,2024-03-03,9235.29,1.0,ref12,marca4,id3225,EFECTIVO,talla6,color60,fabricante1,claseprod1,tienda11,BOYACÁ,CHIQUINQUIRÁ
fact3096,2024-03-03,2932.77,1.0,ref228,marca1,id3226,EFECTIVO,talla4,color14,fabricante1,claseprod1,tienda40,ANTIOQUIA,EL CARMEN DE VIBORAL
fact3097,2024-03-03,10075.63,1.0,ref378,marca2,id3227,TARJETA DE DEBITO,talla11,color86,fabricante3,claseprod8,tienda30,BOGOTÁ D.C.,BOGOTÁ D.C.
fact3098,2024-03-03,0.0,1.0,ref600,marca27,id3228,EFECTIVO,talla6,color116,fabricante2,claseprod4,tienda54,BOGOTÁ D.C.,BOGOTÁ D.C.
fact3099,2024-03-03,17638.66,1.0,ref21,marca2,id3229,TARJETA DE CREDITO,talla7,color59,fabricante1,claseprod2,tienda82,BOGOTÁ D.C.,BOGOTÁ D.C.
fact3000,2024-03-03,16798.32,1.0,ref149,marca1,id3230,TARJETA DE CREDITO,talla6,color205,fabricante1,claseprod7,tienda64,ANTIOQUIA,LA CEJA
fact3100,2024-03-03,20159.66,1.0,ref8,marca2,id3231,EFECTIVO,talla2,color283,fabricante1,claseprod2,tienda86,TOLIMA,IBAGUÉ
fact3101,2024-03-03,70.59,1.0,ref11,marca3,id3232,TARJETA DE CREDITO,talla8,color10,fabricante1,claseprod6,tienda13,BOYACÁ,DUITAMA
fact3102,2024-03-03,42008.4,1.0,ref208,marca1,id3233,MULTIPLE,talla2,color132,fabricante1,claseprod7,tienda13,BOYACÁ,DUITAMA
fact3103,2024-03-03,22680.67,1.0,ref407,marca1,id3234,TARJETA DE DEBITO,talla6,color1,fabricante1,claseprod1,tienda25,CUNDINAMARCA,MOSQUERA
